,,5318,73772,043404,REGION IV-A - CALABARZON,LAGUNA,CABUYAO CITY,Bigaa Elementary School,BARANGAY BIGAA,"Monday, November 06, 2017"
,,5318,73773,043404,REGION IV-A - CALABARZON,LAGUNA,CABUYAO CITY,Cabuyao Gymnasium,BARANGAY POBLACION DOS,"Monday, November 06, 2017"
,,5318,73774,043404,REGION IV-A - CALABARZON,LAGUNA,CABUYAO CITY,Mabuhay Subd. Phase 1 Clubhouse,BARANGAY BACLARAN,"Monday, November 06, 2017"
,,5318,73775,043404,REGION IV-A - CALABARZON,LAGUNA,CABUYAO CITY,Southville Elementary School,BARANGAY NIUGAN,"Monday, November 06, 2017"
,,5318,73776,043404,REGION IV-A - CALABARZON,LAGUNA,CABUYAO CITY,Banaybanay Elementary School,BARANGAY BANAYBANAY,"Monday, November 06, 2017"
,,5318,73777,043404,REGION IV-A - CALABARZON,LAGUNA,CABUYAO CITY,Marinig South Elementary School,BARANGAY MARINIG,"Monday, November 06, 2017"
,,5318,73778,043404,REGION IV-A - CALABARZON,LAGUNA,CABUYAO CITY,NHA Covered Court Southville I,BARANGAY MARINIG,"Monday, November 06, 2017"
,,5302,73675,043406,REGION IV-A - CALABARZON,LAGUNA,CALAUAN,Polytechnic University of the Philippines - Calauan Campus,"Barangay Kanluran, Calauan, Laguna","Monday, November 06, 2017"
,,5302,73676,043406,REGION IV-A - CALABARZON,LAGUNA,CALAUAN,Calauan Municipal Covered Court,"Barangay Kanluran, Calauan, Laguna","Monday, November 06, 2017"
,,5302,73677,043406,REGION IV-A - CALABARZON,LAGUNA,CALAUAN,Dayap National High School Annex,"Barangay Kanluran, Calauan, Laguna","Monday, November 06, 2017"
,,5302,73678,043406,REGION IV-A - CALABARZON,LAGUNA,CALAUAN,Calauan Central Elementary School,"Barangay Kanluran, Calauan, Laguna","Monday, November 06, 2017"
,,5296,73660,043408,REGION IV-A - CALABARZON,LAGUNA,FAMY,Calumpang DCC,Calumpang,"Monday, November 06, 2017"
,,5296,73661,043408,REGION IV-A - CALABARZON,LAGUNA,FAMY,ABC Hall,Pag-Asa,"Monday, November 06, 2017"
,,5296,73662,043408,REGION IV-A - CALABARZON,LAGUNA,FAMY,Banaba OpCen,Banaba,"Monday, November 06, 2017"
,,5296,73663,043408,REGION IV-A - CALABARZON,LAGUNA,FAMY,Barangay Hall,Batuhan,"Monday, November 06, 2017"
,,5296,73664,043408,REGION IV-A - CALABARZON,LAGUNA,FAMY,Barangay Hall,Bulihan,"Monday, November 06, 2017"
,,5296,73665,043408,REGION IV-A - CALABARZON,LAGUNA,FAMY,Barangay Hall,Salangbato,"Monday, November 06, 2017"
,,5393,74243,043409,REGION IV-A - CALABARZON,LAGUNA,KALAYAAN,LONGOS EVACUATION CENTER,"2ND FLR. BARANGAY HALL, Barangay LONGOS, KALAYAAN, LAGUNA","Tuesday, November 07, 2017"
,,5393,74244,043409,REGION IV-A - CALABARZON,LAGUNA,KALAYAAN,LAGUMBAY GYMNASIUM,"BARANGAY SANJUAN, KALAYAAN","Tuesday, November 07, 2017"
,,5393,74245,043409,REGION IV-A - CALABARZON,LAGUNA,KALAYAAN,SAN ANTONIO GYMNASIUM,"BARANGAY ANTONIO, KALAYAAN","Tuesday, November 07, 2017"
,,5276,73443,043410,REGION IV-A - CALABARZON,LAGUNA,LILIW,DITA EVACUATION CENTER,"BARANGAY DITA LILIW, LAGUNA","Monday, November 06, 2017"
,,5276,73444,043410,REGION IV-A - CALABARZON,LAGUNA,LILIW,CENTRAL Elementary School,"BARANGAY RIZAL LILIW, LAGUNA","Monday, November 06, 2017"
,,5276,73445,043410,REGION IV-A - CALABARZON,LAGUNA,LILIW,IBABANG TAYKIN Elementary School,"BARANGAY IBABANG TAYKIN, LILIW LAGUNA","Monday, November 06, 2017"
,,5276,73446,043410,REGION IV-A - CALABARZON,LAGUNA,LILIW,MOJON Elementary School,"BARANGAY MOJON, LILIW LAGUNA","Monday, November 06, 2017"
,,5276,73447,043410,REGION IV-A - CALABARZON,LAGUNA,LILIW,FAES Elementary School,"BARANGAY TUY BAANAN, LILIW LAGUN","Monday, November 06, 2017"
,,5276,73448,043410,REGION IV-A - CALABARZON,LAGUNA,LILIW,PAG ASA Elementary School,"BARANGAY ILAYANG PALINA, LILIW LAGUNA","Monday, November 06, 2017"
,,5276,73449,043410,REGION IV-A - CALABARZON,LAGUNA,LILIW,LILIW NATL HIGH SCHOOL,"BARANGAY KANLURANG BUKAL, LILIW LAGUN","Monday, November 06, 2017"
,,5422,74531,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,LALAKAY Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74532,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,BAMBANG Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74533,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,LB CENTRAL Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74534,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,MALINTA Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74535,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,MAYONDON Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74536,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,BAYOG Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74537,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,SAN ANTONIO Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74538,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,PACIANO RIZAL Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74539,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,MAAHAS Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74540,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,BM CALARA National High School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74541,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,POBLACION National High School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74542,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,TUNTUNGIN PUTHO National High School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74543,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,BAGONG SILANG Elementary School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5422,74544,043411,REGION IV-A - CALABARZON,LAGUNA,LOS BAÑOS,LB National High School,"Los Baños, Laguna","Tuesday, November 07, 2017"
,,5282,73498,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,DELA PAZ-SAN PABLO ELEMENTARY SCHOOL,BARANGAY DELA PAZ,"Monday, November 06, 2017"
,,5282,73499,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,SAN BUENAVENTRA ELEMENTARY SCHOOL,BARANGAY SAN BUENAVENTURA,"Monday, November 06, 2017"
,,5282,73500,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,SAN BUENAVENTURA NATIONAL HIGH SCHOOL,BARANGAY ZONE V,"Monday, November 06, 2017"
,,5282,73501,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,LUISIANA CENTRAL ELEMENTARY SCHOOL,BARANGAY ZONE IV,"Monday, November 06, 2017"
,,5282,73502,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,SAN RAFAEL ELEMENTARY SCHOOL,BARANGAY SAN RAFAEL,"Monday, November 06, 2017"
,,5282,73503,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,AN ISIDRO ELEMENTARY SCHOOL,BARANGAY SAN ISIDRO,"Monday, November 06, 2017"
,,5282,73504,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BONIFACIO ELEMENTARY SCHOOL,BARANGAY ZONE I,"Monday, November 06, 2017"
,,5282,73505,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,SAN ANTONIO ELEMENTARY SCHOOL,BARANGAY SAN ANTONIO,"Monday, November 06, 2017"
,,5282,73506,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY DELA PAZ,"Monday, November 06, 2017"
,,5282,73507,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN ANTONIO,"Monday, November 06, 2017"
,,5282,73508,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN BUENAVENTURA,"Monday, November 06, 2017"
,,5282,73509,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN DIEGO,"Monday, November 06, 2017"
,,5282,73510,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN ISIDRO,"Monday, November 06, 2017"
,,5282,73511,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN JOSE,"Monday, November 06, 2017"
,,5282,73512,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN JUAN,"Monday, November 06, 2017"
,,5282,73513,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN LUIS,"Monday, November 06, 2017"
,,5282,73514,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN PABLO,"Monday, November 06, 2017"
,,5282,73515,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN PEDRO,"Monday, November 06, 2017"
,,5282,73516,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN RAFAEL,"Monday, November 06, 2017"
,,5282,73517,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY SAN ROQUE,"Monday, November 06, 2017"
,,5282,73518,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY STO. DOMINGO,"Monday, November 06, 2017"
,,5282,73519,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY STO. TOMAS,"Monday, November 06, 2017"
,,5282,73520,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE I,"Monday, November 06, 2017"
,,5282,73521,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE II,"Monday, November 06, 2017"
,,5282,73522,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE III,"Monday, November 06, 2017"
,,5282,73523,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE IV,"Monday, November 06, 2017"
,,5282,73524,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE V,"Monday, November 06, 2017"
,,5282,73525,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE VI,"Monday, November 06, 2017"
,,5282,73526,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE VII,"Monday, November 06, 2017"
,,5282,73527,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MULTI-PURPOSE HALL,BARANGAY ZONE VIII,"Monday, November 06, 2017"
,,5282,73528,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY COVERED COURT,BARANGAY SAN BUENAVENTURA,"Monday, November 06, 2017"
,,5282,73529,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY COVERED COURT,BARANGAY DELA PAZ,"Monday, November 06, 2017"
,,5282,73530,043412,REGION IV-A - CALABARZON,LAGUNA,LUISIANA,BARANGAY MINI-MULTI-PURPOSE SHED,BARANGAY SAN RAFAEL,"Monday, November 06, 2017"
,,5268,73361,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,MABITAC EVACUATION CENTER,"Barangay LIBIS NG NAYON, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73362,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,MABITAC NATIONAL HIGH SCHOOL,"Barangay LIBIS NG NAYON, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73363,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,MABITAC CENTRAL Elementary School,"POBLETE ST. Barangay MALIGAYA, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73364,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,EGOR Elementary School,"Barangay SAN ANTONIO, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73365,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,PAAGAHAN MULTI-PURPOSE HALL,"Barangay PAAGAHAN, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73366,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,MATALATALA NATIONAL HIGH SCHOOL,"Barangay MATALATALA MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73367,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,NUMERO Elementary School,"Barangay NUMERO, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73368,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,MATALATALA ARB'S WAREHOUSE,"Barangay MATALATALA MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73369,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,PAAGAHAN COVERED COURT,"Barangay PAAGAHAN, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73370,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,PAAGAHAN NAT'L High School SAN MIGUEL EXTENSION,"Barangay SAN MIGUEL, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73371,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,E.W. DE VELA Elementary School,"Barangay AMUYONG, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73372,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,LAMBAC Barangay HALL ,"Barangay LAMBAC, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73373,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,NANGUMA Barangay HALL,"Barangay NANGUMA, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5268,73374,043414,REGION IV-A - CALABARZON,LAGUNA,MABITAC,NIA BUILDING,"Barangay NANGUMA, MABITAC, LAGUNA","Monday, November 06, 2017"
,,5538,76520,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,People's Center,"Jacinto Street, Poblacion , Magdalena","Friday, November 10, 2017"
,,5538,76521,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Chapel,Alipit,"Friday, November 10, 2017"
,,5538,76522,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Barangay Hall,Baanan,"Friday, November 10, 2017"
,,5538,76523,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Balanac Elementary School,Balanac,"Friday, November 10, 2017"
,,5538,76524,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Barangay Evac. Center, Bucal,"Friday, November 10, 2017"
,,5538,76525,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Buenavista -Cigaras Elementary School,Buenavista,"Friday, November 10, 2017"
,,5538,76526,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Bungkol Elementary School,Bungkol,"Friday, November 10, 2017"
,,5538,76527,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall,Buo,"Friday, November 10, 2017"
,,5538,76528,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall,Burlungan,"Friday, November 10, 2017"
,,5538,76529,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Evac. Center,Cigaras,"Friday, November 10, 2017"
,,5538,76530,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall,Halayhayin,"Friday, November 10, 2017"
,,5538,76531,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,chapel / hall,Ibabang Atingay,"Friday, November 10, 2017"
,,5538,76532,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Multi-Purpose,Ibabang Butnong,"Friday, November 10, 2017"
,,5538,76533,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall,Ilayang Atingay,"Friday, November 10, 2017"
,,5538,76534,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,RPES,Ilayang Butnong,"Friday, November 10, 2017"
,,5538,76535,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall,Ilog,"Friday, November 10, 2017"
,,5538,76536,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall /  MNHS,Malaking Ambling,"Friday, November 10, 2017"
,,5538,76537,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall /  MES,Malinao,"Friday, November 10, 2017"
,,5538,76538,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Basketball Court / MES,Maravilla,"Friday, November 10, 2017"
,,5538,76539,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Evac. Center,Munting Ambling,"Friday, November 10, 2017"
,,5538,76540,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall /  Chapel,Sabang,"Friday, November 10, 2017"
,,5538,76541,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall /  RPES,Salasad,"Friday, November 10, 2017"
,,5538,76542,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,Hall,Tanawan,"Friday, November 10, 2017"
,,5538,76543,043415,REGION IV-A - CALABARZON,LAGUNA,MAGDALENA,ALMES,Tipunan,"Friday, November 10, 2017"
,,5706,79127,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Amonoy Barangay Hall,Barangay Amonoy,"Monday, January 15, 2018"
,,5706,79128,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Sta. Catalina National High School Ext.,Barangay Bakia,"Monday, January 15, 2018"
,,5706,79129,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Bakia Barangay Hall,Barangay Bakia,"Monday, January 15, 2018"
,,5706,79130,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Barangay Bakia Cahpel,Barangay Bakia,"Monday, January 15, 2018"
,,5706,79131,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Barangay Bakia Basketball Court,Barangay Bakia,"Monday, January 15, 2018"
,,5706,79132,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Balanak Barangay Hall,Barangay Balanak,"Monday, January 15, 2018"
,,5706,79133,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Balayong Barangay Hall,Barangay Balayong,"Monday, January 15, 2018"
,,5706,79134,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Banilad Barangay Hall,Barangay Banilad,"Monday, January 15, 2018"
,,5706,79135,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Banti Barangay Hall,Barangay Banti,"Monday, January 15, 2018"
,,5706,79136,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Bitaoy Barangay Hall,Barangay Bitaoy,"Monday, January 15, 2018"
,,5706,79137,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Botocan Barangay Hall,Barangay Botocan,"Monday, January 15, 2018"
,,5706,79138,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Botocan Chapel,Botocan Bot,"Monday, January 15, 2018"
,,5706,79139,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Bukal Barangay Hall,Barangay Bukal,"Monday, January 15, 2018"
,,5706,79140,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Burgos Barangay Hall,Barangay Burgos,"Monday, January 15, 2018"
,,5706,79141,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Burol Barangay Hall,Barangay Burol,"Monday, January 15, 2018"
,,5706,79142,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Coralao Barangay Hall,Barangay Coralao,"Monday, January 15, 2018"
,,5706,79143,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Gagalot Barangay Hall,Barangay Gagalot,"Monday, January 15, 2018"
,,5706,79144,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Gagalot Chapel,Barangay Gagalot,"Monday, January 15, 2018"
,,5706,79145,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Iba. Banga Barangay Hall,Barangay Iba. Banga,"Monday, January 15, 2018"
,,5706,79146,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Iba. Bayucain Barangay Hall,Barangay Iba. Bayucain,"Monday, January 15, 2018"
,,5706,79147,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Iba. Bayucain Chapel,Barangay Iba. Bayucain,"Monday, January 15, 2018"
,,5706,79148,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Ila. Banga Barangay Hall,Barangay Ila. Banga,"Monday, January 15, 2018"
,,5706,79149,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Ila. Bayucain Barangay Hall,Barangay Ila. Bayucain,"Monday, January 15, 2018"
,,5706,79150,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Isabang Barangay Hall,Barangay Isabang,"Monday, January 15, 2018"
,,5706,79151,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Malinao Barangay Hall,Barangay Malinao,"Monday, January 15, 2018"
,,5706,79152,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Malinao Chapel,Barangay Malinao,"Monday, January 15, 2018"
,,5706,79153,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,May-it Barangay Hall,Barangay May-it,"Monday, January 15, 2018"
,,5706,79154,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,May-it basketball Court,Barangay May-it,"Monday, January 15, 2018"
,,5706,79155,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,May-it Chapel,Barangay May-it,"Monday, January 15, 2018"
,,5706,79156,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Munting Kawayan Elementary School,Barangay Munting Kawayan,"Monday, January 15, 2018"
,,5706,79157,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Munting Kawayan Barangay Hall,Barangay Munting Kawayan,"Monday, January 15, 2018"
,,5706,79158,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Munting Kawayan Chapel,Barangay Munting Kawayan,"Monday, January 15, 2018"
,,5706,79159,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Olla Barangay Hall,Barangay Olla,"Monday, January 15, 2018"
,,5706,79160,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Olla Chapel,Barangay Olla ,"Monday, January 15, 2018"
,,5706,79161,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Oobi Barangay Hall,Barangay Oobi,"Monday, January 15, 2018"
,,5706,79162,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Oobi Chapel,Barangay Oobi ,"Monday, January 15, 2018"
,,5706,79163,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Origuel Barangay Hall,Barangay Origuel,"Monday, January 15, 2018"
,,5706,79164,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Pangil Barangay Hall,Barangay Pangil,"Monday, January 15, 2018"
,,5706,79165,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Pangil Chapel,Barangay Pangil,"Monday, January 15, 2018"
,,5706,79166,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Panglan Barangay Hall,Barangay Panglan,"Monday, January 15, 2018"
,,5706,79167,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Panglan Chapel,Barangay Panglan,"Monday, January 15, 2018"
,,5706,79168,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Piit Barangay Hall,Barangay Piit,"Monday, January 15, 2018"
,,5706,79169,043416,REGION IV-A - CALABARZON,LAGUNA,MAJAYJAY,Piit Chapel,Barangay Piit ,"Monday, January 15, 2018"
